dtr;eTo
2022-03-23T00:00:00.000Z;3243,533
2022-03-24T00:00:00.000Z;8243,533
2022-03-24T00:00:00.000Z;3559,673
2022-03-25T00:00:00.000Z;8559,673
2022-03-25T00:00:00.000Z;2557,133
2022-03-26T00:00:00.000Z;12557,133
2022-03-26T00:00:00.000Z;17557,133
2022-03-26T00:00:00.000Z;13303,333
2022-03-27T00:00:00.000Z;10271,343
2022-03-28T00:00:00.000Z;20271,343
2022-03-28T00:00:00.000Z;15579,183
2022-03-29T00:00:00.000Z;11206,093
2022-03-30T00:00:00.000Z;6447,303
2022-03-31T00:00:00.000Z;11447,303
2022-03-31T00:00:00.000Z;5456,673
2022-04-01T00:00:00.000Z;10456,673
2022-04-01T00:00:00.000Z;4901,073
2022-04-02T00:00:00.000Z;14901,073
2022-04-02T00:00:00.000Z;11201,383
2022-04-03T00:00:00.000Z;7908,193
2022-04-04T00:00:00.000Z;12908,193
2022-04-04T00:00:00.000Z;8540,873
2022-04-05T00:00:00.000Z;13540,873
2022-04-05T00:00:00.000Z;8998,513
2022-04-06T00:00:00.000Z;13998,513
2022-04-06T00:00:00.000Z;10465,913
2022-04-07T00:00:00.000Z;6767,593
2022-04-08T00:00:00.000Z;11767,593
2022-04-08T00:00:00.000Z;6971,713
2022-04-09T00:00:00.000Z;11971,713
2022-04-09T00:00:00.000Z;8842,743
2022-04-10T00:00:00.000Z;5655,573
2022-04-11T00:00:00.000Z;10655,573
2022-04-11T00:00:00.000Z;6753,133
2022-04-12T00:00:00.000Z;11753,133
2022-04-12T00:00:00.000Z;8152,433
2022-04-13T00:00:00.000Z;13152,433
2022-04-13T00:00:00.000Z;8109,08
2022-04-14T00:00:00.000Z;18109,08
2022-04-14T00:00:00.000Z;10914,47
2022-04-15T00:00:00.000Z;7051,17
2022-04-16T00:00:00.000Z;12051,17
2022-04-16T00:00:00.000Z;17051,17
2022-04-16T00:00:00.000Z;14354,64
2022-04-17T00:00:00.000Z;11507,91
2022-04-18T00:00:00.000Z;21507,91
2022-04-18T00:00:00.000Z;17238,72
2022-04-19T00:00:00.000Z;13684,89
2022-04-20T00:00:00.000Z;18684,89
2022-04-20T00:00:00.000Z;13924,64
2022-04-21T00:00:00.000Z;9538
